,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
137,,Tuesday May 18 08:37:01 +0000 2021,ShellAGM klimat,,https://twitter.com/XRebellionUK/status/1394559972579622912,2,1394572722852835329,,,,pl,,False,1.394559972579623e+18,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dzisiaj walne zgromadzenie Shella. Jak wiemy, praca zdalna potrafi być wyzwaniem, dlatego @XRebellionUK przygotowała dla udziałowców specjalne tła do zooma. Bardzo miło z ich strony! 

Myślę, że @Grupa_PGE, @TauronPE czy @PKN_ORLEN  również mogłyby skorzystać!

#ShellAGM #klimat https://t.co/HyQKcboinB",https://twitter.com/MarekJozefiak/status/1394572722852835329,Mon 02 20 23:21:22 +0000 2012,498344032,False,"Rzecznik prasowy Greenpeace PL, doktorant SGH, absolwent Szkoły Liderów Politycznych. Piszę tutaj o: klimat | przyroda | energetyka | transport",11313,5048,3995,65,"Warszawa, Mazowieckie",Marek Józefiak,MarekJozefiak,13664,,https://medium.com/@marekjzefiak,False
138,,Tuesday May 18 13:45:34 +0000 2021,,,,1,1394650373051269123,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Oficjalnie sesja zdalna ufff,https://twitter.com/cruelandbeauty/status/1394650373051269123,Sun 07 24 18:41:53 +0000 2016,757284686557245441,False,"Nie wiem kim jestem. 

☉ leo ☽ libra ↑ virgo",92529,732,531,3,,Królewna Śmieszka,cruelandbeauty,24282,,,False
139,,Tuesday May 18 08:38:36 +0000 2021,,,,1,1394573121714282498,TurskiPrezesK,1.3945641420281856e+18,8.947261198318756e+17,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@TurskiPrezesK Z mojego doświadczenia wynika, że dużo zależy od organizacji pracy przez samego pracodawcę. Tam, gdzie jest ona poukładana, praca zdalna działa bardzo dobrze, tam gdzie były problemy przed pandemią, tam praca zdalna jest wyostrza.",https://twitter.com/pkswiniarski/status/1394573121714282498,Mon 06 11 10:12:19 +0000 2018,1006116911011254273,False,"Adwokat | Attorney at law
#podatki | #taxlaw 
#ubezpieczenia społeczne | #social security
#VAT #CIT #PIT #RET #ZUS",9246,87,1183,0,"Warsaw, Poland",Piotr Świniarski,pkswiniarski,2691,,,False
140,,Tuesday May 18 08:18:16 +0000 2021,,,,1,1394568002054594560,tvp_info,1.3945556037800468e+18,47295451.0,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@tvp_info @Andruszkiewicz1 A Pan @Andruszkiewicz1 jak wystepuje w TVPiS to wypisuje dodatek za prace zdalna?...Andruszkiewicz i Rachon w jednym obrazie oto reklama TVPiS”telewizja dla każdego...nie ważne czy wypisujesz kilometrówkę nie mając auta czy biegasz w stroju penisa w TVPiS mamy dla ciebie miejsce”,https://twitter.com/matizzabrza/status/1394568002054594560,Sun 01 22 20:07:01 +0000 2012,471383453,False,,25737,767,872,0,,Matizzabrza,matizzabrza,14510,,,False
141,,Monday May 17 13:44:00 +0000 2021,,,,0,1394287589985763333,marcinwilk77,1.3942870327851622e+18,2241183293.0,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@marcinwilk77 Ludzie zaczną dostrzegać alternatywę do wymuszanych życiem (np komunikacja) inwestycji w Warszawie, jeśli do tego dojdzie praca zdalna i dojazd do pracy 3xw tygodniu plus dobre drogi dojazdowe będzie taniej :)",https://twitter.com/franek_timm/status/1394287589985763333,Tue 03 26 00:16:27 +0000 2019,1110334664512884744,False,#DrugaZmiana RzeczypospolitaNarodów,53691,3686,862,7,,Franek TIMM,franek_timm,43270,,,False
142,,Tuesday May 18 08:35:06 +0000 2021,,,,1,1394572239274717186,TurskiPrezesK,1.394570767338197e+18,8.947261198318756e+17,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TurskiPrezesK @Miss_Muscari @golon_ka Panie Turski, zostaw pan w spokoju naszą pracę zdalną. Jest w pytę.",https://twitter.com/marian_baczal/status/1394572239274717186,Mon 02 29 12:59:37 +0000 2016,704289921410924544,False,"analityk, geostrateg, publicysta, poeta, prawnik, pisarz, reporter, filantrop, pasywista miejski, społecznik, apokaliptyczny neoreakcjonista",27614,13646,895,54,"Brzesko gmina, Polska",marianbaczal 🇵🇱🇱🇦,marian_baczal,28732,,https://nlad.pl/czy-prawica-rozumie-cyfrowego-chlopa/,False
143,,Monday May 17 14:53:24 +0000 2021,,,,0,1394305056216961034,runaurufu,1.3943040748756419e+18,120746938.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@runaurufu Zapytam: jak wg Ciebie wygląda lekcja zdalna?,https://twitter.com/official_reni_/status/1394305056216961034,Sun 03 02 20:11:07 +0000 2014,2376972886,False,"#flow
#opozycja
🇪🇺🇵🇱🥰
Sprzątam. Zawodowo💙",46518,2703,287,12,Na plaży. Na leżaku. ,Ren.,official_reni_,135871,,,False
144,,Tuesday May 18 08:48:13 +0000 2021,,,,8,1394575542645633027,TurskiPrezesK,1.3945641420281856e+18,8.947261198318756e+17,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@TurskiPrezesK Nie lubię ludzi, więc ten aspekt mi odpowiada, tak samo to, że zaoszczędzę sporo czasu chociaż nawet mi już zaczyna to czasem przeszkadzać, jednak - w moim przypadku - nauka zdalna jest zdecydowanie mniej produktywna i zdecydowanie brakuje mi całej otoczki związanej z tym.",https://twitter.com/PannaKofeina/status/1394575542645633027,Fri 11 10 13:55:05 +0000 2017,928984360325443584,False,"Kawopijca, tradycyjna katoliczka, konserwatystka, pro-life. Historia, memy, książki, dyskusje, narzekanie. Średniowiecze pod wieloma względami. // Mt 28, 20//",50543,1102,320,8,Westpreußen,𝖈𝖆𝖋𝖋𝖊𝖎𝖓𝖊𝖈𝖆𝖙,PannaKofeina,18277,,,False
145,,Monday May 17 19:51:16 +0000 2021,,,https://twitter.com/szeftwitera/status/1394379320567685126,1,1394380016469880843,,,,pl,,False,1.394379320567685e+18,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tak samo będę wyglądał jak cofną pracę zdalną. https://t.co/xLuuAsRX3X,https://twitter.com/marian_baczal/status/1394380016469880843,Mon 02 29 12:59:37 +0000 2016,704289921410924544,False,"analityk, geostrateg, publicysta, poeta, prawnik, pisarz, reporter, filantrop, pasywista miejski, społecznik, apokaliptyczny neoreakcjonista",27614,13646,895,54,"Brzesko gmina, Polska",marianbaczal 🇵🇱🇱🇦,marian_baczal,28732,,https://nlad.pl/czy-prawica-rozumie-cyfrowego-chlopa/,False
146,,Monday May 17 22:37:58 +0000 2021,NowyŁad NowyWał,,,0,1394421967420338179,pisorgpl,,15877628.0,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@pisorgpl  swoją nieodpowiedzialną polityką #NowyŁad #NowyWał  doprowadzi do zubożenia Polaków, zamknięcia szeregu polskich małych przedsiębiorstw lub przeniesienia się ich za granicę (w końcu i tak obecnie popularna stała się praca zdalna).",https://twitter.com/RafalKorzeniec/status/1394421967420338179,Mon 02 15 08:48:36 +0000 2021,1361235826663899141,False,"Monarchista, tradycjonalista, reakcjonista, Kongres Nowej Prawicy . Historyk. TradCath",15098,408,323,12,Polska,Rafał Korzeniec 🇵🇱,RafalKorzeniec,12221,,https://www.facebook.com/RafalKorzeniecKNP,False
147,,Tuesday May 18 08:09:11 +0000 2021,,,,0,1394565715647242243,BartoszMazur_DP,1.3945653448790548e+18,8.147543839635538e+17,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BartoszMazur_DP Tak jak i nauka zdalna.,https://twitter.com/TurskiPrezesK/status/1394565715647242243,Tue 08 08 01:05:04 +0000 2017,894726119831875584,False,Właściwie to nikt.,344406,1472,627,8,,Premier Turski,TurskiPrezesK,202878,,,False
148,,Tuesday May 18 05:04:13 +0000 2021,,,,0,1394519169555738624,,,,pl,,,,2,1.3943222611429048e+18,psmyrdek,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praca zdalna to dla większości programistów spora zmiana w ich nawykach związanych z rozwojem zawodowym. Czy oszczędność czasu wystarczy żeby uczynić programistę bardziej szczęśliwym i produktywnym?

https://t.co/bmCULbilKS",https://twitter.com/Podcastuje/status/1394519169555738624,Wed 06 24 09:20:35 +0000 2009,50260326,False,Pomagam firmom uzyskać głos w sieci. Tweetuję o podcastach dla marek i firm 🎙️Człowiek #podcast🎙️ Newsletter na https://t.co/LLLKpPUNoh,2035,305,459,7,Poznań,MrPod,Podcastuje,5497,,https://podcastuje.pl/,False
149,,Monday May 17 19:16:58 +0000 2021,openup Eurovision,,,0,1394371380808925185,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Pomysł na zdalną publiczność bardzo dobry. #openup #Eurovision,https://twitter.com/Konkwistador16/status/1394371380808925185,Thu 08 20 20:29:35 +0000 2015,3433307296,False,"Piszę, to co myślę. Człowiek o różnych twarzach. 
Real Madryt/Asseco Resovia/San Antonio Spurs 
Sport,Eurowizja🖖, top model i nie tylko",35469,320,1355,4,"Mielec, Polska",Mateusz,Konkwistador16,14449,,https://open.spotify.com/user/31r4m3humwg6qpdb3bo4yqk7pys4?si=4Lrh7gGWREShMaaS5dDVEA,False
150,,Tuesday May 18 13:54:01 +0000 2021,,,,2,1394652496551874570,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alleluja sesja zdalna XD,https://twitter.com/_awkward_x/status/1394652496551874570,Tue 01 05 16:41:25 +0000 2016,4716448343,False,you’re out of touch | she/her | 21 | pfp nct_wish,57435,1509,542,26,dni if ur younger than 15,☆•. alhaitham haver,_awkward_x,34532,,https://curiouscat.me/_awkward_x,False
151,,Tuesday May 18 10:30:01 +0000 2021,,,https://twitter.com/TurskiPrezesK/status/1394564142028185608,4,1394601160384917506,,,,pl,,False,1.3945641420281856e+18,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praca stacjonarna: pobudka o 4.50, pociąg o 6.13. praca od 7.30/8.00 do 16.00, pociąg powrotny do domu 16.43, powrót do domu ok 18.00
Praca zdalna: pobudka o 7.50, praca od 8 do 16.00, ""powrót do domu"" 16.01.
Chcesz mi jeszcze coś mądrego powiedzieć?

Btw. ""Wydajność mam lepszą"" https://t.co/AiL4WVqYc6",https://twitter.com/XerfThingol/status/1394601160384917506,Tue 07 02 13:17:39 +0000 2013,1563166418,False,"prawo, #StarWars, fantastyka. 
Chory z nienawiścią skrajnie umiarkowany radykał.
Antykomunista. istnieją tylko dwie płcie. nie zapraszam do dyskusji.",218885,664,335,12,"Skierniewice, Polska",Xerf,XerfThingol,85379,,,False
152,,Tuesday May 18 10:31:58 +0000 2021,,,,0,1394601649004597251,,,,pl,,,,2,1.394590130598523e+18,marian_baczal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Facecjonista Praca zdalna to jedyna szansa na wyciągnięcie małych miast z zapaści. Managerowie, programiści, starsi specjaliści i eksperci wrócą na prowincje by pracować wśród spokoju małego miasta.",https://twitter.com/XerfThingol/status/1394601649004597251,Tue 07 02 13:17:39 +0000 2013,1563166418,False,"prawo, #StarWars, fantastyka. 
Chory z nienawiścią skrajnie umiarkowany radykał.
Antykomunista. istnieją tylko dwie płcie. nie zapraszam do dyskusji.",218885,664,335,12,"Skierniewice, Polska",Xerf,XerfThingol,85379,,,False
153,,Monday May 17 17:50:31 +0000 2021,,,,0,1394349626380197892,,,,pl,,,,9,1.3943480937605816e+18,Palucki_B,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Materiał o powrocie dzieci do szkoły:
👉Fakty pokazują tylko dzieci, które mówią, że się boją wracać albo nie chcą wracać
👉 Wiadomości pokazują tylko dzieci, które cieszą się, że wracają i mówią, że wreszcie nie będą się dekoncentrować nauką zdalną

Czwarta władza normalnie",https://twitter.com/aftersunrise73/status/1394349626380197892,Mon 07 13 08:54:46 +0000 2020,1282599266427568129,False,"Sport,książka, humor  😁😉... oraz polityka 🙈🤦‍♂️.",7450,22,532,0,,arturduko 😇↖️,aftersunrise73,9877,,,False
154,,Tuesday May 18 05:28:14 +0000 2021,,,,0,1394525212583075842,someguy333444,1.39202819240858e+18,1.3503499289173115e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Artur88038351 Jakby mieli szkołę zdalną,to by żyli.",https://twitter.com/WeDs85571646/status/1394525212583075842,Wed 08 19 22:59:09 +0000 2020,1296220048009367554,False,Nic nie wiem,2484,69,357,0,,We Ds,WeDs85571646,2596,,,False
155,,Monday May 17 17:23:03 +0000 2021,,,,1,1394342715928817664,s_alyssy,1.3943421897323356e+18,9.522697506205204e+17,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@s_alyssy taak, u mnie podobnie, raz ze faktycznie arkusz dosc dziwny a dwa ze przez nauke zdalna okropnie sie czulam psychicznie i to bardzo rzutowalo na to ile sie uczylam faktycznie do tych matur",https://twitter.com/pastelowydebil/status/1394342715928817664,Sun 08 09 19:39:48 +0000 2020,1292546106912645121,False,"lubie rozowe rzeczy, wege kaszanke z lidla, hello kitty i kotki || future klikacz w komputer for a living",8464,67,402,1,she/her | 20,agać,pastelowydebil,6997,,,False
156,,Tuesday May 18 09:28:55 +0000 2021,,,"https://gospodarka.dziennik.pl/praca/artykuly/8164966,praca-zdalna-biura-powrot-pol-turysci.html?utm_source=dlvr.it&utm_medium=twitter",0,1394585781625368576,,,,pl,,False,,1,1.3942026668346982e+18,DziennikPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pół-turyści tworzą nowe trendy. Po pandemii nie wrócą do biur https://t.co/R3o6hayB6E,https://twitter.com/direct_money_pl/status/1394585781625368576,Fri 05 06 10:12:43 +0000 2016,728527908940218368,False,https://t.co/vBJzDF3fI7 eksperci w świecie finansów.,208,197,163,9,ul. Jaworska 13 Wrocław,DirectMoneyPl,direct_money_pl,1349,,http://direct.money.pl/,False
157,,Monday May 17 21:16:10 +0000 2021,,,,0,1394401378617937920,,,,pl,,,,9,1.3943480937605816e+18,Palucki_B,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Materiał o powrocie dzieci do szkoły:
👉Fakty pokazują tylko dzieci, które mówią, że się boją wracać albo nie chcą wracać
👉 Wiadomości pokazują tylko dzieci, które cieszą się, że wracają i mówią, że wreszcie nie będą się dekoncentrować nauką zdalną

Czwarta władza normalnie",https://twitter.com/Wrona_Dominik/status/1394401378617937920,Thu 01 12 19:02:56 +0000 2017,819620694061359106,False,"student, UJ, Podkarpacie ❤️",108271,274,850,8,,Dominik Wrona,Wrona_Dominik,21394,,,False
158,,Tuesday May 18 08:20:03 +0000 2021,,,"https://forsal.pl/praca/aktualnosci/artykuly/8165816,praca-zdalna-w-ue-dane-dla-polski-eurostat.html?utm_source=dlvr.it&utm_medium=twitter",0,1394568451830603776,,,,pl,,False,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Europejczycy na home office. Jak Polska wypada dla tle UE? [MAPA] https://t.co/PSSpp2dPAx,https://twitter.com/forsalpl/status/1394568451830603776,Thu 11 05 12:58:39 +0000 2009,87679246,False,"Serwis finansowy Forsal.pl - najszybsze i najbardziej wiarygodne informacje z dziedzin #biznes, #gospodarka i #swiat",86,27972,640,303,"Warsaw, Poland",Forsal.pl,forsalpl,131043,,http://www.forsal.pl,True
159,,Tuesday May 18 10:41:45 +0000 2021,PolskiLad,,,0,1394604110935216132,,,,pl,,,,3,1.3945554046008852e+18,SiecObywatelska,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Każda urzędowa sprawa online i bez opłaty skarbowej już za 2,5 roku? Takie plany ogłosiło @pisorgpl w #PolskiLad. My sprawdziliśmy niedawno, jak ze zdalną obsługą mieszkańców radzą sobie w pandemii gminy. Raport na stronie: https://t.co/r0vACG2pn0 https://t.co/8GNoGcKPTB",https://twitter.com/AAzenska/status/1394604110935216132,Sat 12 14 09:31:03 +0000 2019,1205782148315275264,True,,271915,216,29,0,,Aleksandra Łażeńska,AAzenska,181911,,,False
160,,Tuesday May 18 10:22:40 +0000 2021,MowiaPrezydenci,,,0,1394599308046094341,,,,pl,,,,2,1.3945953661928366e+18,rzeczpospolita,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","🎧#MowiaPrezydenci: Jaki obraz ochrony zdrowia wyłania się po ponad roku walki z pandemią? Jakie były najtrudniejsze momenty? Jak nauka zdalna wpłynęła na dzieci? 

👉 Z @RKaznowska, wiceprezydent @Warszawa, @UniaMetropolii, rozmawia @michal_kolanko

https://t.co/7DI5qVHwtp",https://twitter.com/michal_kolanko/status/1394599308046094341,Tue 06 02 20:33:23 +0000 2009,44201157,False,"dziennikarz, piszę o polityce. RT nie oznacza poparcia.
@rzeczpospolita i @rdcpolskieradio",8117,52720,3041,306,"Warszawa, Poland",Michał Kolanko,michal_kolanko,46853,,,True
161,,Tuesday May 18 04:36:30 +0000 2021,,,,0,1394512194524614660,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dziś skończyło się dobre. Czyli praca zdalna. Trzeba do roboty a tu leje jak z cebra. Zamiast roweru powinienem wziąć łódkę. Piękny pierwszy dzień w pracy, po półrocznej przerwie, nie ma co 🤬",https://twitter.com/CzlowiekBezOczu/status/1394512194524614660,Sun 10 30 08:34:47 +0000 2016,792645915970564101,False,"""Nie trzymam niczyjej strony, bo nikt nie trzyma mojej strony"".",14115,670,939,4,"Kraków, Polska",CzlowiekBezOczu 🇵🇱,CzlowiekBezOczu,25221,,,False
162,,Monday May 17 14:17:01 +0000 2021,,,,1,1394295900017762307,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zacząłem się wahać :-( no bo jakby to była praca zdalna to cool, ale jakbym miał normalnie pracować, to zaczęły mnie brać wątpliwości czy z moją depresją dam radę to robić 5 dni w tygodniu cały miesiąc czy dwa",https://twitter.com/GrimHoney/status/1394295900017762307,Fri 12 18 20:55:46 +0000 2020,1340038027473801217,False,"Zaimki w pinnedzie!!!

Adult, young boomer, history enjoyer, weeb, controversial tweets, nintendo lover, fighting depression",39070,126,146,0,I don't promise to follow back,Grim Honey,GrimHoney,20878,,https://tinyurl.com/GrimneyMAL,False
163,,Tuesday May 18 11:24:42 +0000 2021,,https://twitter.com/BettyElaWhite/status/1394614919782359040/photo/1,,77,1394614919782359040,,,,pl,,False,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gdy dziecko ma zdalną plastykę, a zapomnieliście wziąć do babci pędzelki do farb... 😁💪 https://t.co/JMRau8UHwP",https://twitter.com/BettyElaWhite/status/1394614919782359040,Wed 07 05 17:03:20 +0000 2017,882646087558942720,False,"Aktywistka demokratyczna. Pani od πarów i nauczycielka. Jestem częścią Obserwatorium Wyborczego. Pilnuję wyborów i mediów publicznych.
Nadużywam wielokropka...",382022,31465,5629,71,"Wrocław, Bogatynia, Polska",Betty White ❤️🇵🇱🇪🇺 #FBPE #FBPEGLOBAL,BettyElaWhite,180876,,https://ow.org.pl,False
164,,Monday May 17 17:48:09 +0000 2021,,,,0,1394349031346823184,,,,pl,,,,9,1.3943480937605816e+18,Palucki_B,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Materiał o powrocie dzieci do szkoły:
👉Fakty pokazują tylko dzieci, które mówią, że się boją wracać albo nie chcą wracać
👉 Wiadomości pokazują tylko dzieci, które cieszą się, że wracają i mówią, że wreszcie nie będą się dekoncentrować nauką zdalną

Czwarta władza normalnie",https://twitter.com/OlaWasilewska77/status/1394349031346823184,Sat 12 10 20:16:49 +0000 2016,807680488618000384,False,"Dla mnie przeszłość jest w sercu, jest skarbem. Historia jest podstawą mojej świadomości i tożsamości.
#NieBędęPrzepraszaćŻeJestemPolakiem",102731,7275,2113,0,,Aleksandra Wasilewska,OlaWasilewska77,136838,,https://www.facebook.com/287330642181714/posts/771757300405710/,False
165,,Tuesday May 18 11:00:00 +0000 2021,organizacjespoleczne ngoFakty,https://twitter.com/ngopl/status/1394608705413558275/photo/1,https://fakty.ngo.pl/raporty/praca-w-pandemii-2020-2021,1,1394608705413558275,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Praca zdalna zmieni sposób pracy w sektorze społecznym na stałe. Jakie rozwiązania z nami zostaną? Sprawdź w raporcie “Praca w pandemii”! 

#organizacjespoleczne #ngoFakty
sprawdź &gt;&gt;&gt; https://t.co/2LkYj3Gos0 https://t.co/j932ZzJUmw",https://twitter.com/ngopl/status/1394608705413558275,Wed 09 26 22:30:02 +0000 2012,848242537,False,"Portal organizacji pozarządowych https://t.co/pTNgBSIsLc ➡️ największe źródło informacji, wiedzy, porad dla #nonprofitPL #ngoPL #ngoPublicystyka #ngoPoradnik #ngoFakty",4988,4812,388,44,Polska,ngo.pl,ngopl,11857,,http://ngo.pl,False
166,,Tuesday May 18 09:06:28 +0000 2021,,,https://twitter.com/TurskiPrezesK/status/1394564142028185608,24,1394580134078914562,,,,pl,,False,1.3945641420281856e+18,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praca zdalna to najlepsza zmiana, którą przyniósł ostatni rok. https://t.co/QG8Qbguopn",https://twitter.com/Facecjonista/status/1394580134078914562,Thu 06 19 21:11:32 +0000 2014,2577496249,False,Żyję pod kamieniem.,334873,1355,787,30,Temeria,Facecjonista,Facecjonista,178874,,,False
167,,Tuesday May 18 09:11:53 +0000 2021,,,,3,1394581496330166272,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dzień 2928828: na uczelni dalej syf, kiła i mogiła, kolejne uczelnie w Rzeszowie i Pl ogłaszają zdalną sesje, ale wiadomo, URZ taka marka renomowana to musi dbać o jakość kształcenia i być inny XD",https://twitter.com/candeur_/status/1394581496330166272,Wed 07 24 07:51:34 +0000 2013,1617186589,False,🐺🏐✈️🍕👩🏽‍💻🍝🍫🏋🏽‍♀️🧘🏽‍♀️📚,54292,1318,1229,9,,Caroline,candeur_,53532,,,False
168,,Tuesday May 18 09:51:10 +0000 2021,,,,0,1394591381927120902,,,,pl,,,,2,1.394590130598523e+18,marian_baczal,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Facecjonista Praca zdalna to jedyna szansa na wyciągnięcie małych miast z zapaści. Managerowie, programiści, starsi specjaliści i eksperci wrócą na prowincje by pracować wśród spokoju małego miasta.",https://twitter.com/Facecjonista/status/1394591381927120902,Thu 06 19 21:11:32 +0000 2014,2577496249,False,Żyję pod kamieniem.,334873,1355,787,30,Temeria,Facecjonista,Facecjonista,178874,,,False
169,,Monday May 17 20:48:59 +0000 2021,,,,0,1394394541097197579,liamakesnoise,1.3943293239564861e+18,1719842802.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@liamakesnoise Powiedz mi, ludzi potrzebują tylko w Poznaniu czy w innych miastach też? Albo może jako praca zdalna? Bo nigdy nie widziałam takiej oferty a przeglądam internet klika razy w tygodniu 🤷‍♀️",https://twitter.com/sallywalkerxo/status/1394394541097197579,Sat 03 15 18:17:25 +0000 2014,2391441883,False,🌻,1154,560,250,4,"k loves k, z, a, n, h, l",Flower Boy,sallywalkerxo,33397,,,False
170,,Monday May 17 18:05:12 +0000 2021,,,,0,1394353322556076036,,,,pl,,,,9,1.3943480937605816e+18,Palucki_B,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Materiał o powrocie dzieci do szkoły:
👉Fakty pokazują tylko dzieci, które mówią, że się boją wracać albo nie chcą wracać
👉 Wiadomości pokazują tylko dzieci, które cieszą się, że wracają i mówią, że wreszcie nie będą się dekoncentrować nauką zdalną

Czwarta władza normalnie",https://twitter.com/Zometa17/status/1394353322556076036,Sat 03 14 08:06:03 +0000 2020,1238738101914214400,False,question with boldness,16876,734,351,2,,Zometa 🇵🇱 🇺🇸 🇩🇪,Zometa17,42379,,,False
171,,Tuesday May 18 05:40:27 +0000 2021,,,,0,1394528288886988803,TygodnikWPROST,1.3943310579573187e+18,117707065.0,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@TygodnikWPROST @MorawieckiM @RobertFelus @JMiziolek Połowa pensji idzie na kredyt, a nie wspomnę, ile na prąd przez pracę zdalną. Kto wiedział, że bycie bogatym oznacza, że nie masz za co kupić głupiego regału i musisz czekać do kolejnej pensji by uciułać? :D",https://twitter.com/Cya68638724/status/1394528288886988803,Thu 04 16 19:42:37 +0000 2020,1250872130415271938,False,"feminizm =/= socjalizm
Nienawidzę kapitalizmu ORAZ socjalizmu! Stać nas na więcej.",367,4,50,0,Gyddanyzc,Cya 🐙 ***** ***,Cya68638724,544,,,False
172,,Monday May 17 09:15:24 +0000 2021,tweetme fitmaj matura2021 studia2021,,,3,1394219994129604608,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jak znalezc prace zdalna? jakies pomysly? #tweetme #fitmaj #matura2021 #studia2021,https://twitter.com/_miszka/status/1394219994129604608,Mon 01 27 16:07:29 +0000 2014,2313895880,False,"Ola,25. uwielbiam ☕️☕️ recovery i zdrowy tryb życia 💪💪 ig: Marinowalova",13017,829,1191,0,,olapipola,_miszka,34033,,,False
173,,Monday May 17 12:34:57 +0000 2021,,,,0,1394270212309061633,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SuperNiania A ja chciałbym wiedzieć kiedy przychodnie się otworzą dla pacjentów, chociażby najpierw dla zaszczepionych? Kiedy zaczną normalnie pracować urzędy, a nie ciągle zdalna praca , przez która np. na pozwolenie na budowę można czekać przez czas nieokreślony bo... Covid 🤦‍♀️",https://twitter.com/BasqaSz/status/1394270212309061633,Sat 02 18 14:06:19 +0000 2017,832954399702077441,False,"koty❤️psy❤️podróże ❤️muzyka❤️uśmiech. nie dla p. i. s., głupoty, chamstwa, dyskryminacji. Wierzę w naukę, nie gusła.  🏳️‍🌈🌏🇪🇺 Vaccinated x3💉",51805,343,1895,0,"Rumia, Polska",Basqa,BasqaSz,1797,,,False
